# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2021-09-23 01:20:49 EDT       (sdww01)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 02331600 CHATTAHOOCHEE RIVER NEAR CORNELIA, GA
# -----------------------------------------------------------------------------------
#
# Data provided for site 02331600
#            TS   parameter     statistic     Description
#         36244       00060     00003     Discharge, cubic feet per second (Mean)
#         36245       00065     00001     Gage height, feet (Maximum)
#         36246       00065     00002     Gage height, feet (Minimum)
#         36247       00065     00003     Gage height, feet (Mean)
#         36248       00045     00006     Precipitation, total, inches (Sum)
#
# Data-value qualification codes included in this output:
#        
#     A  Approved for publication -- Processing and review completed.
#     e  Value has been estimated.
# 
agency_cd	site_no	datetime	36244_00060_00003	36244_00060_00003_cd	36247_00065_00003	36247_00065_00003_cd	36248_00045_00006	36248_00045_00006_cd
USGS	02331600	2010-05-24	624	A	1.38	A		
USGS	02331600	2010-05-25	621	A	1.37	A		
USGS	02331600	2010-05-26	607	A	1.36	A		
USGS	02331600	2010-05-27	597	A	1.34	A		
USGS	02331600	2010-05-28	585	A	1.33	A		
USGS	02331600	2010-05-29	722	A	1.50	A		
USGS	02331600	2010-05-30	690	A	1.46	A		
USGS	02331600	2010-05-31	924	A	1.72	A		
USGS	02331600	2010-06-01	1400	A	2.20	A		
USGS	02331600	2010-06-02	1010	A	1.81	A		
USGS	02331600	2010-06-03	861	A	1.65	A		
USGS	02331600	2010-06-04	728	A	1.51	A		
USGS	02331600	2010-06-05	718	A	1.50	A		
USGS	02331600	2010-06-06	676	A	1.45	A		
USGS	02331600	2010-06-07	672	A	1.44	A		
USGS	02331600	2010-06-08	602	A	1.35	A		
USGS	02331600	2010-06-09	614	A	1.36	A		
USGS	02331600	2010-06-10	663	A	1.43	A		
USGS	02331600	2010-06-11	594	A	1.34	A		
USGS	02331600	2010-06-12	567	A	1.30	A		
USGS	02331600	2010-06-13	557	A	1.28	A		
USGS	02331600	2010-06-14	531	A	1.25	A		
USGS	02331600	2010-06-15	591	A	1.31	A	0.75	A
USGS	02331600	2010-06-16	1260	A	1.99	A	0.04	A
USGS	02331600	2010-06-17	725	A	1.42	A	0.00	A
USGS	02331600	2010-06-18	637	A	1.31	A	0.00	A
USGS	02331600	2010-06-19	605	A	1.26	A	0.00	A
USGS	02331600	2010-06-20	625	A	1.29	A	0.00	A
USGS	02331600	2010-06-21	575	A	1.22	A	0.00	A
USGS	02331600	2010-06-22	541	A	1.17	A	0.00	A
USGS	02331600	2010-06-23	633	A	1.30	A	0.00	A
USGS	02331600	2010-06-24	536	A	1.17	A	0.00	A
USGS	02331600	2010-06-25	517	A	1.14	A	0.21	A
USGS	02331600	2010-06-26	604	A	1.26	A	0.01	A
USGS	02331600	2010-06-27	547	A	1.18	A	0.02	A
USGS	02331600	2010-06-28	574	A	1.22	A	0.00	A
USGS	02331600	2010-06-29	555	A	1.19	A	0.01	A
USGS	02331600	2010-06-30	576	A	1.22	A	0.00	A
USGS	02331600	2010-07-01	530	A	1.16	A	0.00	A
USGS	02331600	2010-07-02	574	A	1.22	A	0.33	A
USGS	02331600	2010-07-03	533	A	1.16	A	0.00	A
USGS	02331600	2010-07-04	495	A	1.10	A	0.00	A
USGS	02331600	2010-07-05	467	A	1.06	A	0.00	A
USGS	02331600	2010-07-06	448	A	1.03	A	0.00	A
USGS	02331600	2010-07-07	432	A	1.00	A	0.00	A
USGS	02331600	2010-07-08	417	A	0.98	A	0.00	A
USGS	02331600	2010-07-09	401	A	0.95	A	0.05	A
USGS	02331600	2010-07-10	458	A	1.05	A	0.00	A
USGS	02331600	2010-07-11	407	A	0.96	A	0.00	A
USGS	02331600	2010-07-12	445	A	1.02	A	0.38	A
USGS	02331600	2010-07-13	442	A	1.02	A	0.51	A
USGS	02331600	2010-07-14	482	A	1.08	A	0.00	A
USGS	02331600	2010-07-15	417	A	0.98	A	0.00	A
USGS	02331600	2010-07-16	489	A	1.08	A		
USGS	02331600	2010-07-17	643	A	1.30	A		
USGS	02331600	2010-07-18	551	A	1.19	A		
USGS	02331600	2010-07-19	546	A	1.18	A		
USGS	02331600	2010-07-20	455	A	1.04	A	0.00	A
USGS	02331600	2010-07-21	435	A	1.01	A	0.00	A
USGS	02331600	2010-07-22	397	A	0.94	A	0.00	A
USGS	02331600	2010-07-23	369	A	0.89	A	0.00	A
USGS	02331600	2010-07-24	358	A	0.87	A	0.00	A
USGS	02331600	2010-07-25	372	A	0.90	A	0.00	A
USGS	02331600	2010-07-26	372	A	0.90	A	0.01	A
USGS	02331600	2010-07-27	355	A	0.87	A	0.00	A
USGS	02331600	2010-07-28	327	A	0.81	A	0.08	A
USGS	02331600	2010-07-29	318	A	0.79	A	0.00	A
USGS	02331600	2010-07-30	295	A	0.74	A	0.00	A
USGS	02331600	2010-07-31	335	A	0.81	A	0.32	A
USGS	02331600	2010-08-01	434	A	1.00	A	1.60	A
USGS	02331600	2010-08-02	375	A	0.90	A	0.01	A
USGS	02331600	2010-08-03	394	A	0.93	A	0.00	A
USGS	02331600	2010-08-04	384	A	0.92	A	0.00	A
USGS	02331600	2010-08-05	377	A	0.89	A	1.57	A
USGS	02331600	2010-08-06	696	A	1.37	A	0.22	A
USGS	02331600	2010-08-07	489	A	1.09	A	0.00	A
USGS	02331600	2010-08-08	410	A	0.96	A	0.00	A
USGS	02331600	2010-08-09	357	A	0.87	A	0.00	A
USGS	02331600	2010-08-10	328	A	0.81	A	0.00	A
USGS	02331600	2010-08-11	318	A	0.79	A	0.00	A
USGS	02331600	2010-08-12	302	A	0.76	A	0.00	A
USGS	02331600	2010-08-13	311	A	0.78	A	0.07	A
USGS	02331600	2010-08-14	335	A	0.83	A	0.04	A
USGS	02331600	2010-08-15	316	A	0.79	A	0.00	A
USGS	02331600	2010-08-16	328	A	0.81	A	0.00	A
USGS	02331600	2010-08-17	393	A	0.93	A	1.15	A
USGS	02331600	2010-08-18	406	A	0.95	A	0.00	A
USGS	02331600	2010-08-19	331	A	0.82	A	0.02	A
USGS	02331600	2010-08-20	358	A	0.87	A	0.06	A
USGS	02331600	2010-08-21	2290	A	2.95	A	1.39	A
USGS	02331600	2010-08-22	1380	A	2.12	A	0.00	A
USGS	02331600	2010-08-23	696	A	1.38	A	0.00	A
USGS	02331600	2010-08-24	527	A	1.15	A	0.00	A
USGS	02331600	2010-08-25	461	A	1.05	A	0.00	A
USGS	02331600	2010-08-26	421	A	0.98	A	0.00	A
USGS	02331600	2010-08-27	398	A	0.94	A	0.05	A
USGS	02331600	2010-08-28	493	A	1.10	A	0.00	A
USGS	02331600	2010-08-29	409	A	0.96	A	0.00	A
USGS	02331600	2010-08-30	369	A	0.89	A	0.00	A
USGS	02331600	2010-08-31	339	A	0.83	A	0.00	A
USGS	02331600	2010-09-01	319	A	0.79	A	0.00	A
USGS	02331600	2010-09-02	308	A	0.77	A	0.00	A
USGS	02331600	2010-09-03	296	A	0.74	A	0.00	A
USGS	02331600	2010-09-04	273	A	0.69	A	0.00	A
USGS	02331600	2010-09-05	265	A	0.67	A	0.00	A
USGS	02331600	2010-09-06	262	A	0.66	A	0.00	A
USGS	02331600	2010-09-07	257	A	0.65	A	0.00	A
USGS	02331600	2010-09-08	259	A	0.65	A	0.00	A
USGS	02331600	2010-09-09	260	A	0.66	A	0.00	A
USGS	02331600	2010-09-10	250	A	0.63	A	0.00	A
USGS	02331600	2010-09-11	249	A	0.63	A	0.97	A
USGS	02331600	2010-09-12	543	A	1.16	A	0.00	A
USGS	02331600	2010-09-13	306	A	0.76	A	0.00	A
USGS	02331600	2010-09-14	268	A	0.68	A	0.00	A
USGS	02331600	2010-09-15	252	A	0.64	A	0.00	A
USGS	02331600	2010-09-16	244	A	0.62	A	0.00	A
USGS	02331600	2010-09-17	241	A	0.61	A	0.00	A
USGS	02331600	2010-09-18	230	A	0.58	A	0.00	A
USGS	02331600	2010-09-19	221	A	0.55	A	0.00	A
USGS	02331600	2010-09-20	214	A	0.53	A	0.00	A
USGS	02331600	2010-09-21	207	A	0.51	A	0.00	A
USGS	02331600	2010-09-22	206	A	0.51	A	0.02	A
USGS	02331600	2010-09-23	235	A	0.59	A	0.00	A
USGS	02331600	2010-09-24	212	A	0.52	A	0.00	A
USGS	02331600	2010-09-25	207	A	0.51	A	0.00	A
USGS	02331600	2010-09-26	463	A	0.99	A	1.28	A
USGS	02331600	2010-09-27	915	A	1.62	A	0.67	A
USGS	02331600	2010-09-28	1210	A	1.93	A	0.01	A
USGS	02331600	2010-09-29	564	A	1.20	A	1.76	A
USGS	02331600	2010-09-30	2580	A	3.27	A	1.83	A
USGS	02331600	2010-10-01	1120	A	1.85	A	0.00	A
USGS	02331600	2010-10-02	675	A	1.35	A	0.00	A
USGS	02331600	2010-10-03	534	A	1.16	A	0.00	A
USGS	02331600	2010-10-04	454	A	1.04	A	0.00	A
USGS	02331600	2010-10-05	410	A	0.96	A	0.00	A
USGS	02331600	2010-10-06	383	A	0.92	A	0.00	A
USGS	02331600	2010-10-07	363	A	0.88	A	0.00	A
USGS	02331600	2010-10-08	353	A	0.86	A	0.00	A
USGS	02331600	2010-10-09	343	A	0.84	A	0.00	A
USGS	02331600	2010-10-10	325	A	0.81	A	0.00	A
USGS	02331600	2010-10-11	316	A	0.79	A	0.00	A
USGS	02331600	2010-10-12	311	A	0.78	A	0.01	A
USGS	02331600	2010-10-13	323	A	0.80	A	0.02	A
USGS	02331600	2010-10-14	312	A	0.78	A	0.00	A
USGS	02331600	2010-10-15	293	A	0.74	A	0.00	A
USGS	02331600	2010-10-16	287	A	0.72	A	0.00	A
USGS	02331600	2010-10-17	282	A	0.71	A	0.00	A
USGS	02331600	2010-10-18	280	A	0.70	A	0.00	A
USGS	02331600	2010-10-19	282	A	0.71	A	0.00	A
USGS	02331600	2010-10-20	273	A	0.69	A	0.00	A
USGS	02331600	2010-10-21	268	A	0.68	A	0.00	A
USGS	02331600	2010-10-22	259	A	0.65	A	0.00	A
USGS	02331600	2010-10-23	255	A	0.64	A	0.00	A
USGS	02331600	2010-10-24	256	A	0.65	A	0.00	A
USGS	02331600	2010-10-25	370	A	0.88	A	0.71	A
USGS	02331600	2010-10-26	407	A	0.96	A	0.07	A
USGS	02331600	2010-10-27	1040	A	1.76	A	1.01	A
USGS	02331600	2010-10-28	1120	A	1.85	A	0.01	A
USGS	02331600	2010-10-29	600	A	1.25	A	0.00	A
USGS	02331600	2010-10-30	477	A	1.08	A	0.00	A
USGS	02331600	2010-10-31	427	A	0.99	A	0.00	A
USGS	02331600	2010-11-01	394	A	0.94	A	0.00	A
USGS	02331600	2010-11-02	371	A	0.90	A	0.00	A
USGS	02331600	2010-11-03	371	A	0.89	A	0.11	A
USGS	02331600	2010-11-04	444	A	1.02	A	0.11	A
USGS	02331600	2010-11-05	390	A	0.93	A	0.00	A
USGS	02331600	2010-11-06	360	A	0.87	A	0.00	A
USGS	02331600	2010-11-07	347	A	0.85	A	0.00	A
USGS	02331600	2010-11-08	343	A	0.84	A	0.00	A
USGS	02331600	2010-11-09	345	A	0.85	A	0.00	A
USGS	02331600	2010-11-10	337	A	0.83	A	0.00	A
USGS	02331600	2010-11-11	330	A	0.82	A	0.00	A
USGS	02331600	2010-11-12	325	A	0.81	A	0.00	A
USGS	02331600	2010-11-13	322	A	0.80	A	0.00	A
USGS	02331600	2010-11-14	321	A	0.80	A	0.00	A
USGS	02331600	2010-11-15	361	A	0.87	A	0.53	A
USGS	02331600	2010-11-16	485	A	1.09	A	0.36	A
USGS	02331600	2010-11-17	479	A	1.08	A	0.00	A
USGS	02331600	2010-11-18	391	A	0.93	A	0.00	A
USGS	02331600	2010-11-19	363	A	0.88	A	0.00	A
USGS	02331600	2010-11-20	350	A	0.86	A	0.00	A
USGS	02331600	2010-11-21	342	A	0.84	A	0.00	A
USGS	02331600	2010-11-22	338	A	0.83	A	0.00	A
USGS	02331600	2010-11-23	337	A	0.83	A	0.09	A
USGS	02331600	2010-11-24	348	A	0.85	A	0.01	A
USGS	02331600	2010-11-25	335	A	0.83	A	0.02	A
USGS	02331600	2010-11-26	361	A	0.88	A	0.11	A
USGS	02331600	2010-11-27	345	A	0.84	A	0.00	A
USGS	02331600	2010-11-28	322	A	0.80	A	0.00	A
USGS	02331600	2010-11-29	331	A	0.82	A	0.95	A
USGS	02331600	2010-11-30	2570	A	3.20	A	2.07	A
USGS	02331600	2010-12-01	3780	A	4.33	A	0.01	A
USGS	02331600	2010-12-02	1400	A	2.16	A	0.00	A
USGS	02331600	2010-12-03	1020	A	1.75	A	0.00	A
USGS	02331600	2010-12-04	837	A	1.55	A	0.08	A
USGS	02331600	2010-12-05	740	A	1.44	A	0.00	A
USGS	02331600	2010-12-06	654	A	1.33	A	0.00	A
USGS	02331600	2010-12-07	609	A	1.27	A	0.00	A
USGS	02331600	2010-12-08	568	A	1.21	A	0.00	A
USGS	02331600	2010-12-09	541	A	1.17	A	0.00	A
USGS	02331600	2010-12-10	523	A	1.15	A	0.00	A
USGS	02331600	2010-12-11	508	A	1.12	A	0.00	A
USGS	02331600	2010-12-12	709	A	1.39	A	0.84	A
USGS	02331600	2010-12-13	610	A	1.27	A	0.00	A
USGS	02331600	2010-12-14	535	A:e			0.00	A
USGS	02331600	2010-12-15	512	A:e			0.00	A
USGS	02331600	2010-12-16	551	A	1.19	A	0.08	A
USGS	02331600	2010-12-17	635	A	1.30	A	0.00	A
USGS	02331600	2010-12-18	568	A	1.21	A	0.00	A
USGS	02331600	2010-12-19	532	A	1.16	A	0.00	A
USGS	02331600	2010-12-20	504	A	1.12	A	0.00	A
USGS	02331600	2010-12-21	491	A	1.10	A	0.08	A
USGS	02331600	2010-12-22	493	A	1.10	A	0.04	A
USGS	02331600	2010-12-23	468	A	1.06	A	0.00	A
USGS	02331600	2010-12-24	451	A	1.03	A	0.00	A
USGS	02331600	2010-12-25	470	A	1.06	A	0.35	A
USGS	02331600	2010-12-26	500	A	1.11	A	0.01	A
USGS	02331600	2010-12-27	445	A	1.02	A	0.02	A
USGS	02331600	2010-12-28	431	A	1.00	A	0.00	A
USGS	02331600	2010-12-29	428	A	1.00	A	0.00	A
USGS	02331600	2010-12-30	426	A	0.99	A	0.00	A
USGS	02331600	2010-12-31	421	A	0.98	A	0.00	A
USGS	02331600	2011-01-01	618	A	1.24	A	1.32	A
USGS	02331600	2011-01-02	1050	A	1.78	A	0.02	A
USGS	02331600	2011-01-03	715	A	1.41	A	0.00	A
USGS	02331600	2011-01-04	615	A	1.28	A	0.00	A
USGS	02331600	2011-01-05	573	A	1.22	A	0.13	A
USGS	02331600	2011-01-06	592	A	1.25	A	0.01	A
USGS	02331600	2011-01-07	544	A	1.18	A	0.02	A
USGS	02331600	2011-01-08	519	A	1.14	A	0.00	A
USGS	02331600	2011-01-09	481	A	1.08	A	0.00	A
USGS	02331600	2011-01-10	534	A	1.16	A		
USGS	02331600	2011-01-11	517	A	1.14	A	0.01	A
USGS	02331600	2011-01-12	489	A	1.09	A	0.00	A
USGS	02331600	2011-01-13	454	A:e			0.00	A
USGS	02331600	2011-01-14	455	A:e				
USGS	02331600	2011-01-15	453	A	1.04	A	0.00	A
USGS	02331600	2011-01-16	468	A	1.06	A	0.00	A
USGS	02331600	2011-01-17	486	A	1.09	A	0.09	A
USGS	02331600	2011-01-18	503	A	1.12	A	0.10	A
USGS	02331600	2011-01-19	536	A	1.16	A	0.01	A
USGS	02331600	2011-01-20	501	A	1.11	A	0.00	A
USGS	02331600	2011-01-21	477	A	1.08	A	0.00	A
USGS	02331600	2011-01-22	454	A	1.04	A	0.00	A
USGS	02331600	2011-01-23	444	A	1.02	A	0.00	A
USGS	02331600	2011-01-24	436	A	1.01	A	0.00	A
USGS	02331600	2011-01-25	446	A	1.02	A	0.38	A
USGS	02331600	2011-01-26	629	A	1.29	A	0.29	A
USGS	02331600	2011-01-27	581	A	1.23	A	0.00	A
USGS	02331600	2011-01-28	522	A	1.14	A	0.00	A
USGS	02331600	2011-01-29	490	A	1.10	A	0.00	A
USGS	02331600	2011-01-30	473	A	1.07	A	0.00	A
USGS	02331600	2011-01-31	484	A	1.09	A	0.18	A
USGS	02331600	2011-02-01	523	A	1.14	A	1.38	A
USGS	02331600	2011-02-02	2080	A	2.82	A	0.00	A
USGS	02331600	2011-02-03	1050	A	1.78	A	0.21	A
USGS	02331600	2011-02-04	1110	A	1.84	A	0.96	A
USGS	02331600	2011-02-05	1520	A	2.28	A	0.27	A
USGS	02331600	2011-02-06	1100	A	1.83	A	0.00	A
USGS	02331600	2011-02-07	903	A	1.62	A	0.01	A
USGS	02331600	2011-02-08	801	A	1.51	A	0.01	A
USGS	02331600	2011-02-09	721	A	1.41	A	0.00	A
USGS	02331600	2011-02-10	693	A	1.38	A	0.02	A
USGS	02331600	2011-02-11	652	A	1.33	A	0.00	A
USGS	02331600	2011-02-12	619	A	1.28	A	0.00	A
USGS	02331600	2011-02-13	596	A	1.25	A	0.00	A
USGS	02331600	2011-02-14	584	A	1.23	A	0.00	A
USGS	02331600	2011-02-15	561	A	1.20	A	0.00	A
USGS	02331600	2011-02-16	545	A	1.18	A	0.00	A
USGS	02331600	2011-02-17	539	A	1.17	A	0.00	A
